transaction_id,account_id,customer_id,customer_name,email,phone,transaction_date,amount,transaction_type,currency,merchant,merchant_category,balance,credit_limit,fraud_flag,status,card_number,routing_number,last_updated
TXN-00000481,ACC-2772498,CUST-69948,Lindsay Pruitt DDS,jacqueline57@example.org,(296)669-9149x825,2021-11-12,0.0,Transfer,EUR,Sanchez Inc,Online,6078.61,40632.15,0,Reversed,1611299652626871,651243580,2021-09-10
TXN-00000482,ACC-5519022,CUST-43169,Zachary Rodriguez,lewistravis@example.org,871-818-5630x690,2024-06-24,73.56,Credit,GBP,"Armstrong, Scott and Saunders",Entertainment,4723.65,75180.38,0,Completed,6105450972132121,178052074,2022-04-28
TXN-00000483,ACC-1520893,CUST-35984,Chloe White,,646.868.3516x123,2024-12-02,8085.45,Refund,USD,,Entertainment,5472.27,31384.66,0,Completed,6453659865675417,507038168,2021-12-19
TXN-00000484,,CUST-59777,Angela Taylor,jamieblake@example.org,001-206-258-2283,2022-11-03,13646.55,Transfer,EUR,Case PLC,Online,8360.22,40425.42,0,Failed,1447425057525467,778479569,2023-11-05
TXN-00000485,ACC-6942025,CUST-98416,Debra Walker,transherry@example.com,496-316-8914x90889,2022-04-20,4721.76,Refund,us dollar,"Salazar, Henderson and Price",Travel,49589.94,84912.36,0,Completed,2519777732553493,633159020,2024-05-07
TXN-00000486,ACC-8911742,CUST-45003,Alexander Paul,spencergreg@example.com,863.765.6756,2023-11-07,2247.96,Debit,USD,"Parker, Crosby and Thomas",Online,10637.6,52743.27,0,Reversed,9689479797667023,806651177,2024-05-28
TXN-00000487,ACC-8566213,CUST-12814,Catherine Vargas,,+1-750-644-6567x0162,2024-06-05,13121.37,Fee,EUR,Dean LLC,Grocery,47086.2,33159.57,1,Completed,7658690915439906,221871813,2020-05-22
TXN-00000488,,CUST-41529,Mary Sullivan,alexandra49@example.org,641-768-6052x573,2021-07-17,2835.04,Fee,GBP,Mccarthy-Hawkins,Healthcare,40078.17,79281.35,0,Reversed,8592155512557880,285457263,2024-07-17
TXN-00000489,ACC-6626809,CUST-26267,Andrew Clark,jorgeochoa@example.net,001-400-591-5422x1843,2021-09-16,7305.47,Debit,CAD,Jacobs Inc,Healthcare,28305.83,71540.29,0,Reversed,8008639558113264,996903910,2020-06-22
TXN-00000490,ACC-6934577,CUST-67032,Tiffany Ruiz,troberts@example.com,440.710.7490,2020-09-24,14714.58,Refund,GBP,Hunt-Woods,Grocery,37454.44,48121.93,0,COMPLETED,7797209583204353,390878933,2021-09-18
TXN-00000491,ACC-6350660,CUST-86687,Cheryl Keller,isims@example.org,666-974-6493x2516,2021-01-12,6914.63,Debit,GBP,,Retail,32944.33,29172.05,0,PENDING,4734365979235562,886282787,2022-11-19
TXN-00000492,ACC-1774820,CUST-16949,Johnny Mcintosh,graveschristina@example.net,(239)885-8798,2020-07-04,9090.79,Refund,USD,Morgan Inc,Retail,35780.81,68998.3,0,Failed,6535834776362227,892063849,2024-02-21
TXN-00000493,ACC-6062282,CUST-83326,Howard Thomas,tiffany03@example.com,(786)873-0400x09536,2021-07-31,3591.49,Credit,GBP,Case Inc,Travel,42749.96,87521.72,0,Failed,3453987743094494,619039546,2020-12-12
TXN-00000494,ACC-7801205,CUST-96302,Jonathan Munoz,robertbarton@example.com,(812)288-4414x2533,2022-10-04,10117.71,Fee,CAD,Underwood-Allen,Travel,40388.73,71581.24,0,Pending,7792633671995487,784202990,2022-07-23
TXN-00000495,ACC-6731958,CUST-77849,Susan Farrell,higginswilliam@example.com,778-573-5944x63428,2023-02-21,14258.81,Debit,USD,Wilson LLC,Online,23353.83,82965.93,0,Failed,2195103389892979,224547116,2022-05-03
TXN-00000496,ACC-5271120,CUST-60046,Eric Miranda,sheiladonaldson@example.com,227-335-9655x28980,2023-12-30,$1789.34,Credit,USD,Martin Inc,Travel,14685.19,40731.55,0,Reversed,6951597138255947,625567351,2021-03-11
TXN-00000497,ACC-6645229,CUST-34212,Michelle Perkins,zpotts@example.com,+1-971-956-3075x9257,2021-05-08,14394.31,Refund,JPY,Morgan and Sons,Online,40573.32,67380.84,0,Completed,1925868029823408,465756137,2021-05-11
TXN-00000498,ACC-1516641,CUST-82168,Janet Singleton,ayalalaura@example.org,(373)413-7265,2020-11-30,2589.14,Debit,JPY,Garcia-Freeman,Grocery,46536.78,16525.59,1,Reversed,7649774913193431,681047454,2022-05-31
TXN-00000499,ACC-4607231,CUST-84854,Emily Peterson,nataliemelendez@example.org,902-911-9906x436,2023-08-17,5409.11,Transfer,JPY,"Wells, Anderson and Robinson",Dining,35805.69,21123.58,0,Reversed,9677318827761019,990248550,2020-01-29
TXN-00000500,ACC-1355257,CUST-68591,Dominique Cameron,mmitchell@example.org,+1-305-803-1827x36921,2020-04-05,2834.08,Debit,JPY,Wilson LLC,Grocery,49647.72,47766.27,0,Reversed,8121468336901599,635486306,2024-06-27
TXN-00000501,ACC-9637743,CUST-40746,Karen Singh,bmiller@example.net,(469)947-9380x2839,2021-07-13,12609.87,Fee,GBP,Tucker Ltd,Entertainment,37499.27,4477.17,0,Reversed,5988986082137707,834562578,2020-12-26
TXN-00000502,,CUST-98237,Kimberly Marquez,emily78@example.com,001-903-300-4512,2024-11-03,9235.55,Transfer,GBP,Bishop PLC,Utilities,17054.47,85389.79,0,Pending,7997871574746905,826903603,2021-07-19
TXN-00000503,ACC-2727430,CUST-68556,Nancy Rodgers,,601.781.1073x5527,2023-04-15,1347.64,Transfer,JPY,Garcia-Freeman,Utilities,29703.18,16855.81,0,Completed,4175603564693168,910456080,2020-11-01
TXN-00000504,ACC-4787760,CUST-17647,Briana Dennis,smithpatricia@example.net,688.334.9877,2021-03-19,915.62,Debit,JPY,"Russell, Wright and Graves",Healthcare,21591.9,18775.57,0,Pending,7082826346484957,110854561,2023-06-06
TXN-00000505,ACC-8741787,CUST-43804,Paul Alvarez,,8869847625,2024-05-07,13657.85,Credit,JPY,Anderson Group,Utilities,37826.29,99910.38,0,Reversed,9436661634023432,391803243,2022-08-10
TXN-00000506,ACC-6747840,CUST-83135,Ricardo Gonzalez,evalencia@example.net,889.617.7102x037,2021-02-13,5995.98,Refund,CAD,Martin Inc,Grocery,23671.1,13094.99,0,Failed,4439754476874422,308437490,2020-10-05
TXN-00000507,ACC-3172959,CUST-29588,Caleb Gilbert,shawn71@example.com,001-993-888-6848,2022-12-27,7388.76,Transfer,JPY,Hunt-Woods,Travel,11142.68,99298.03,0,Pending,4589914738954051,461870954,2024-03-17
TXN-00000508,ACC-4849159,CUST-71805,Kristin Nelson,adavis@example.net,(351)731-2773x152,2024-08-15,8696.16,Credit,USD,"Hampton, Morgan and Hayes",Healthcare,4651.36,24074.68,0,Pending,5112155743498303,111962073,2021-07-01
TXN-00000509,ACC-3076843,CUST-92871,April Hood,vbowman@example.org,001-315-416-3945,2023-07-07,2963.11,Fee,CAD,"Baker, Pierce and Lynch",Healthcare,11277.69,76404.66,0,Reversed,2351309568998976,687793318,2023-07-05
TXN-00000510,ACC-2694962,CUST-87652,Gina Holmes,leeadam@example.net,617.591.1598x72483,2022-12-08,13828.85,Transfer,USD,Garcia-Freeman,Dining,13103.8,22692.93,1,Reversed,9853127173265846,496778833,2024-09-24
TXN-00000511,ACC-3417252,CUST-22564,Amy Baldwin,sruiz@example.org,(971)823-9889x1399,2022-01-22,10590.45,Refund,CAD,Anderson Group,Online,15011.74,73062.74,1,Pending,8128574014936295,321468507,2023-12-31
TXN-00000512,ACC-8191998,CUST-78471,Karen Williamson,ypatton@example.com,572.743.6752,2022-12-20,2182.47,Transfer,CAD,"Baker, Pierce and Lynch",Healthcare,41107.34,20623.68,0,Pending,1622462084848679,826857206,2023-10-08
TXN-00000513,ACC-7246064,CUST-12995,Jennifer Shea,smithcynthia@example.net,+1-997-333-5613x08524,2021-05-02,7768.47,Debit,usd,Tucker Ltd,Utilities,10493.49,21911.46,1,Reversed,6659694423221489,237188533,2021-11-10
TXN-00000514,ACC-9791397,CUST-63056,Sarah Bell,bradleymcgee@example.com,621.587.1634x578,2023-07-30,175.74,Credit,JPY,"Parker, Crosby and Thomas",Online,21513.55,87818.14,0,Failed,9097784187172533,419806433,2024-08-24
TXN-00000515,ACC-3387832,CUST-83336,Rebecca Christensen,david53@example.org,001-223-346-9297x837,2023-04-10,8523.84,Transfer,CAD,David-Martinez,Grocery,33766.26,43427.65,0,Failed,4034608534028695,509239149,2020-12-11
TXN-00000516,ACC-7718285,CUST-41721,William Duarte,masseymary@example.org,983.933.1129,2023-10-18,2290.98,Refund,GBP,"Baker, Pierce and Lynch",Dining,15925.35,57031.97,0,Failed,6518573511184294,697356349,2023-02-26
TXN-00000517,ACC-7078282,CUST-67079,Sandra Morgan,ohoover@example.com,+1-996-562-4282x37663,2024-05-13,5218.32,Transfer,EUR,"Wells, Anderson and Robinson",Online,39287.7,29313.67,0,Reversed,4558151318773451,892776694,2024-10-11
TXN-00000518,ACC-8847422,CUST-36741,Andrew Zhang,jwebb@example.net,578.868.9433,2022-02-17,1366.05,Refund,EUR,"Roberts, Joyce and Sanchez",Entertainment,32940.42,73893.83,0,Reversed,8556435640453785,883524281,2021-02-22
TXN-00000519,ACC-4587423,CUST-88432,Peggy Green,ebony82@example.com,695.948.1661,2020-05-13,4276.57,Refund,JPY,"Salazar, Henderson and Price",Retail,25002.1,27522.27,1,Completed,1546117059539990,657698593,2022-06-01
TXN-00000520,ACC-8421655,CUST-37246,Anne Robertson,jessicahamilton@example.net,(992)445-9094,2024-10-24,5945.26,Debit,JPY,Castillo-Holmes,Healthcare,48494.41,3267.63,0,PENDING,8684942268556948,776565719,2021-07-26
TXN-00000521,,CUST-88573,Grant Jacobson,nicholas25@example.org,(588)385-8212x402,2021-02-09,1370.94,Refund,USD,"Wright, Marsh and Huffman",Healthcare,49581.84,79700.98,0,Completed,1237567867359041,974680458,2021-05-20
TXN-00000522,ACC-6035632,CUST-43415,Richard Owen,christine09@example.net,831.533.1256x809,2022-10-08,10736.73,Debit,EUR,"Hampton, Morgan and Hayes",Online,20632.58,96175.24,0,Completed,6334314292111491,807790100,2021-11-10
TXN-00000523,ACC-4210865,CUST-67999,Dawn Jacobs,kfrey@example.com,(957)601-7278x539,2023-01-15,5835.17,Transfer,JPY,"Armstrong, Scott and Saunders",Retail,16910.91,98749.24,1,Pending,8291548050225325,480920851,2020-03-29
TXN-00000524,ACC-4595723,CUST-75976,Gail Stokes,virginiajordan@example.org,492-286-4018x101,2020-03-24,$9093.65,Refund,EUR,Wolfe-Holden,Utilities,19865.47,32572.23,0,Pending,4927173893807388,401097380,2022-03-16
TXN-00000525,,CUST-49081,Cathy Leonard,johnsonashley@example.net,266.590.2051,2024-05-05,12033.33,Debit,GBP,Dean LLC,Dining,47591.24,17374.56,1,Failed,3896283640582673,836618296,2021-12-29
TXN-00000526,ACC-2065314,CUST-10669,Joseph Martin,janiceanderson@example.com,(520)429-8135x283,2022-12-03,5833.44,Fee,USD,"Baker, Pierce and Lynch",Utilities,41038.5,50935.99,0,Reversed,5763725479981011,421752044,2023-04-18
TXN-00000527,,CUST-46202,Gabrielle Leonard,ahoffman@example.com,+1-263-202-3598x860,2022-07-30,12035.81,Refund,CAD,Underwood-Allen,Retail,10202.85,40833.76,0,Completed,4051390628976538,147544994,2024-03-25
TXN-00000528,,CUST-56025,Douglas Long,michaelthomas@example.com,750-976-5233,2023-02-02,3566.48,Refund,CAD,Rice-Robbins,Retail,28514.92,68377.37,1,Completed,1694595930096142,659563145,2023-05-18
TXN-00000529,ACC-7979051,CUST-96705,Brian Garcia,brandon29@example.net,+1-306-451-5270x12740,2022-04-01,3324.55,Credit,USD,Anderson Group,Utilities,10442.09,13971.19,0,Completed,1424374165498895,307256730,2024-06-05
TXN-00000530,ACC-1522888,CUST-18988,Tammy Coleman,achaney@example.com,(449)454-7671,2021-01-12,$0.0,Transfer,GBP,Morgan Inc,Retail,4849.36,87721.15,0,Completed,7140189773042484,741815664,2021-08-27
TXN-00000531,ACC-7730547,CUST-91981,Jordan Hammond,gabrielsimon@example.org,+1-825-788-0761x29270,2024-05-25,0.0,Transfer,USD,Jacobs Inc,Utilities,38421.63,12477.64,0,Completed,4647774697208176,187492688,2022-10-24
TXN-00000532,ACC-1130641,CUST-80289,Suzanne Brewer,wgarcia@example.net,612-237-9281,2020-01-24,6496.78,Transfer,CAD,Long PLC,Travel,32843.35,8603.49,0,Failed,1282903426617923,189903713,2020-11-10
TXN-00000533,,CUST-35521,Philip Hanson,jenniferrogers@example.net,647.444.1240x438,2021-07-26,14442.6,Fee,GBP,Hunt-Woods,Entertainment,10610.16,81465.26,0,Failed,1677185444938831,826088358,2020-05-29
TXN-00000534,ACC-6851164,CUST-60509,Kelsey Stevenson,johnbailey@example.net,+1-411-558-2702x45285,2020-11-12,14034.54,Refund,GBP,"Hampton, Morgan and Hayes",Grocery,23294.82,36958.33,0,Reversed,2740211839707791,947175016,2024-02-25
TXN-00000535,ACC-1999008,CUST-60899,Jason Perez,georgejones@example.net,001-247-301-1723x96319,2023-04-27,1970.06,Transfer,USD,Brown Group,Utilities,1157.66,23725.71,0,Completed,3752280429318071,151610783,2024-08-29
TXN-00000536,ACC-3210560,CUST-97578,Melissa Williams,fhernandez@example.net,(556)271-2301x674,2023-12-26,9648.48,Debit,CAD,Tucker Ltd,Travel,26873.14,90022.52,0,Completed,3983631768519322,925692627,2022-10-11
TXN-00000537,ACC-3527377,CUST-38988,Brian Anderson,wallrichard@example.org,001-867-639-5894x8328,2020-08-23,8712.35,Transfer,GBP,Tucker Ltd,Dining,45721.4,6897.19,0,Completed,1330733927657628,687951964,2020-04-09
TXN-00000538,ACC-2494073,CUST-18533,Jennifer Martinez,bfisher@example.com,001-368-932-8233,2020-10-15,14503.31,Credit,EUR,Brown Group,Grocery,17645.17,35034.21,0,COMPLETED,7634549026911218,371842001,2021-06-06
TXN-00000539,ACC-2264611,CUST-90109,Sean Reynolds,karen33@example.com,001-946-281-7557x958,2022-10-20,$11207.4,Credit,GBP,Roach-Brooks,Travel,40267.29,84143.65,0,Reversed,6335531955956773,132037354,2024-08-06
TXN-00000540,ACC-6577035,CUST-75732,Jonathan Gray,wheelerpedro@example.net,001-650-375-6638x6233,2020-03-12,$6059.4,Refund,EUR,"Garcia, Mitchell and Wilson",Online,29326.44,81343.95,0,Failed,7526808146119951,994524052,2021-12-14
TXN-00000541,ACC-5599970,CUST-20246,Veronica Alvarado,sheaashley@example.com,+1-704-895-6603,2021-09-16,$8572.69,Debit,CAD,,Grocery,1551.39,26531.27,0,Failed,8443825980623935,439512928,2024-10-02
TXN-00000542,ACC-8619194,CUST-63246,Stacy Frazier,moorekimberly@example.com,881.979.4632x9514,2024-03-21,2858.42,Refund,CAD,David-Martinez,Utilities,37935.33,53831.75,0,Completed,2568740156809116,249232874,2022-12-10
TXN-00000543,ACC-5923997,CUST-98119,Thomas Pearson,stevenavery@example.com,+1-619-904-2446x24167,2023-12-29,14706.16,Refund,CAD,Logan-White,Grocery,19743.14,47471.91,0,Reversed,3121830773582389,229879483,2024-04-02
TXN-00000544,ACC-7694402,CUST-67066,Robert Oliver,annewilliams@example.com,331.982.1181x48506,2020-01-17,5853.75,Debit,GBP,Tucker Ltd,Entertainment,6423.83,72196.88,0,Reversed,9984776789151753,234148985,2022-03-21
TXN-00000545,ACC-9238811,CUST-99629,Jessica King,andrew08@example.net,(547)292-2297,2021-08-27,5543.98,Credit,EUR,"Wells, Anderson and Robinson",Utilities,7448.77,50266.03,0,Pending,4379242134166280,258869891,2021-07-14
TXN-00000546,ACC-7547783,CUST-14436,Tamara Riley,griffinashley@example.net,(793)598-9085,2020-01-02,2690.08,Fee,GBP,Wolfe-Holden,Healthcare,9755.49,15985.78,1,Reversed,2024841539452769,488657528,2024-10-05
TXN-00000547,ACC-7039471,CUST-39840,Jon Owens,kellydoris@example.org,971.881.9624,2021-11-07,848.95,Debit,USD,Day-Garcia,Retail,38522.09,1817.21,0,Failed,7086777812726396,757795233,2024-08-25
TXN-00000548,ACC-3506902,CUST-26629,Eugene Lawrence,monica34@example.net,+1-675-774-4510x1598,2024-01-26,9355.33,Credit,USD,Tucker Ltd,Retail,14051.83,15791.95,0,Failed,5229470627855541,849846818,2023-08-05
TXN-00000549,ACC-9144961,CUST-77108,David Huynh,ltaylor@example.org,391.840.1864x357,2026-06-14,11981.85,Transfer,EUR,"Roberts, Joyce and Sanchez",Online,13692.39,4065.92,0,Pending,5976173934342583,223219662,2022-05-24
TXN-00000550,ACC-9255836,CUST-91619,Adrian Thomas,fhammond@example.org,9294455469,2023-03-04,13958.44,Fee,USD,Johnson LLC,Retail,6937.26,10180.22,0,Completed,7272346760913664,538516057,2021-12-05
TXN-00000551,ACC-8301766,CUST-38448,Dennis Adams,sarahscott@example.net,657.623.0896x126,2023-10-23,14900.7,Transfer,GBP,Johnson LLC,Online,25725.57,62038.65,0,Failed,6682308878324493,923822609,2023-12-09
TXN-00000552,ACC-4278631,CUST-74748,Hannah Carrillo MD,thomaswright@example.org,+1-838-523-8925x65846,2024-08-14,4507.96,Debit,GBP,Castillo-Holmes,Healthcare,25895.26,53785.46,0,Pending,6274431963562912,172594006,2022-08-12
TXN-00000553,ACC-1423495,CUST-53400,Mr. Jonathan Moore,phill@example.org,+1-259-643-7359x1815,2020-04-04,14549.97,Debit,GBP,Walters-Walsh,Utilities,33817.95,75965.48,0,Pending,9368872836021116,381315835,2022-06-22
TXN-00000554,ACC-1742572,CUST-79766,Megan Schultz,travis62@example.com,787.424.8863,2020-09-20,5950.95,Fee,CAD,Case PLC,Healthcare,21474.98,91593.09,0,Reversed,2294311919118743,436517071,2021-03-01
TXN-00000555,ACC-7543549,CUST-82803,Russell Ortiz,jeffreyhoward@example.net,761.543.2699,2022-01-07,1084.29,Fee,EUR,Gardner and Sons,Utilities,42021.2,22299.67,0,Reversed,3103256115648876,417327495,2023-12-28
TXN-00000556,ACC-5417911,CUST-38818,Jay Fernandez,kellybishop@example.net,994-212-2954,2020-01-08,13477.22,Credit,USD,Johnson Group,Retail,3651.08,79244.87,0,Failed,6824333272576011,478523220,2023-12-20
TXN-00000557,ACC-2159767,CUST-88008,Mark Travis,yvonneshields@example.net,(464)399-2898,2024-06-17,6920.68,Fee,JPY,Gardner and Sons,Retail,13196.66,21269.43,0,Pending,4720498155328387,276767600,2023-06-28
TXN-00000558,ACC-1421956,CUST-15991,Richard Harvey,cheryl86@example.com,392.911.2196,2024-03-08,6482.32,Debit,GBP,Anderson Group,Healthcare,30570.84,3820.55,0,Reversed,6968989268317772,773127566,2020-05-20
TXN-00000559,ACC-8988683,CUST-77074,Shawn Calderon,jonesderrick@example.org,718.222.9094x467,2022-04-06,11005.06,Credit,EUR,Underwood-Allen,Utilities,25936.39,10139.71,1,Pending,9177518045618476,569337854,2021-03-25
TXN-00000560,ACC-1755582,CUST-37611,Holly Vang,,(547)814-1167,2021-03-15,7724.78,Credit,EUR,Hunt-Woods,Entertainment,24297.73,29558.14,0,Failed,5326167181921225,411210889,2022-07-11
TXN-00000561,ACC-9814085,CUST-38618,Gina Foster,tmiller@example.com,001-511-977-6969x39110,2024-06-21,3101.49,Refund,CAD,,Healthcare,5441.8,31907.48,0,Reversed,9132519111048520,119326060,2021-03-28
TXN-00000562,ACC-6926589,CUST-62719,Cheryl Rogers,arobinson@example.com,513-504-5047x4424,2020-01-26,6040.64,Credit,JPY,Johnson Group,Entertainment,20262.07,99803.69,0,Pending,2968396598273081,229839271,2023-04-04
TXN-00000563,ACC-7968217,CUST-80409,Rebecca Allen,prattjennifer@example.com,536-759-1061,2020-12-03,12434.99,Refund,CAD,Dean LLC,Online,10232.6,85783.43,0,Reversed,5283453043744236,111911463,2021-09-05
TXN-00000564,ACC-8229112,CUST-84700,Debbie Levine,joshua10@example.com,+1-692-735-9551x0725,2020-12-06,10828.98,Credit,JPY,Bishop PLC,Dining,17687.74,59036.72,0,Failed,9897677247942548,295102944,2021-02-18
TXN-00000565,ACC-6705121,CUST-78295,Adam Snyder,gracegarza@example.org,276-522-8989x9242,2024-07-19,3785.99,Transfer,CAD,Mccarthy-Hawkins,Retail,45664.37,21352.81,0,Failed,8094675826063523,380663530,2021-01-06
TXN-00000566,ACC-8846411,CUST-83050,Maria Williams,laura17@example.com,001-726-459-9387,2023-10-29,1775.72,Credit,JPY,Williams-Spence,Grocery,43582.37,75186.79,0,Pending,7164513596672553,189296072,2023-11-12
TXN-00000567,ACC-7063783,CUST-82415,Kelly Matthews,ygibson@example.org,218.250.8146x358,2024-07-09,$6161.84,Transfer,CAD,Dean LLC,Entertainment,16571.55,35611.67,0,pending,9186423327104417,919331987,2024-10-13
TXN-00000568,,CUST-33234,John Jones,johngarza@example.org,+1-282-398-1186x2438,2027-01-07,6151.99,Refund,JPY,Brown Group,Online,45434.29,39993.83,0,Reversed,6998443469127965,177204835,2021-03-03
TXN-00000569,ACC-2224296,CUST-86654,Jonathan Dawson,jenniferalvarado@example.com,7303666557,2021-12-09,12501.82,Debit,CAD,Jones Ltd,Healthcare,15084.22,49067.1,0,Reversed,9050313441454284,752626308,2023-05-27
TXN-00000570,ACC-2929069,CUST-57621,Deanna Lamb,alicialittle@example.org,890-206-6632x2581,2024-11-08,$195.28,Credit,USD,Gardner and Sons,Retail,40476.27,85102.96,0,Pending,2741647760459612,100239019,2021-09-22
TXN-00000571,ACC-5212998,CUST-75456,Betty Hernandez,lpage@example.net,001-445-405-4952,2023-06-20,4246.24,Debit,USD,Dean LLC,Grocery,37343.88,41857.12,0,Completed,9594745125937299,934659666,2024-08-04
TXN-00000572,ACC-1311186,CUST-50876,Thomas Tyler,nhanna@example.net,522-205-8592x7751,2024-09-14,13611.51,Fee,CAD,David-Martinez,Utilities,12129.51,46566.66,0,Pending,9688143872498441,758307758,2023-03-18
TXN-00000573,ACC-4045186,CUST-14793,Mary Leonard,edwinmeyers@example.com,(291)340-2268,2023-04-11,5713.66,Refund,usd,Roach-Brooks,Entertainment,33148.49,39323.34,0,Reversed,3968808360064665,824374964,2020-12-21
TXN-00000574,ACC-8362374,CUST-30739,James Acosta,stephaniemorris@example.org,(966)354-0791x3705,2021-06-30,857.49,Transfer,CAD,Garcia-Freeman,Retail,25200.32,39308.44,0,Failed,8273420235719010,601335540,2020-01-15
TXN-00000575,ACC-2608514,CUST-71150,Zachary Hall,michellecurtis@example.net,(535)466-2578,2023-10-16,1778.62,Refund,EUR,"Watts, Fuller and Morris",Entertainment,33905.17,31517.19,0,Completed,7946932265757656,645875443,2023-02-04
TXN-00000576,ACC-8048125,CUST-18236,Olivia Navarro,juan65@example.com,(501)933-2057,2020-03-12,10318.06,Fee,GBP,"Roberts, Joyce and Sanchez",Online,43307.93,68980.05,0,Failed,9207720188455806,990429711,2021-03-11
TXN-00000577,,CUST-45888,Michael Ray,billy07@example.org,(877)671-9101,2021-07-10,14233.42,Refund,USD,Hunt-Woods,Dining,45748.19,99293.08,0,Pending,9028748190737951,961057930,2024-04-16
TXN-00000578,ACC-5426463,CUST-53880,Amanda Thomas,stephanierodriguez@example.net,(572)465-7552,2022-11-27,13117.63,Refund,JPY,Johnson Group,Healthcare,29523.66,81039.05,1,Failed,8251228267156793,774693339,2024-07-15
TXN-00000579,ACC-5240300,CUST-51905,Johnny Harris DDS,susanbradley@example.org,+1-848-451-1160,2023-08-19,11074.28,Credit,eur,Dean LLC,Grocery,13391.35,44891.89,0,Pending,8252911237791091,700391540,2024-01-24
TXN-00000580,ACC-7683435,CUST-51264,Ashley Roberts,katie02@example.com,418.832.5244x85317,2024-12-04,4093.77,Debit,CAD,Dean LLC,Utilities,41503.36,52897.61,0,Pending,8224672455811533,929843781,2022-09-14
TXN-00000581,ACC-4333996,CUST-79950,Tiffany Floyd,deanna56@example.com,+1-319-720-1248x4417,2022-01-31,7874.89,Refund,CAD,Day-Garcia,Entertainment,18417.17,53677.48,1,Completed,5057766972225963,894926418,2022-12-10
TXN-00000582,ACC-1489484,CUST-72222,Thomas Chang,,001-607-583-1523,2021-03-29,643.97,Refund,EUR,"Morgan, Barnes and Parks",Healthcare,45899.57,81330.82,0,Failed,1021732945783894,970587580,2023-12-17
TXN-00000583,ACC-3368143,CUST-63426,Marie Grimes,robertburke@example.org,001-913-620-5853,2022-01-09,3863.89,Fee,eur,"Hampton, Morgan and Hayes",Online,980.36,11232.62,1,Reversed,4374431157737464,601737118,2021-07-29
TXN-00000584,ACC-7611828,CUST-66607,Stacey Cox,bakerharold@example.net,364.623.3693x909,2024-03-06,9715.96,Credit,EUR,"Baker, Pierce and Lynch",Entertainment,12957.13,98361.52,0,Pending,8774533228266499,738484768,2020-10-27
TXN-00000585,ACC-5759312,CUST-19150,Cassidy Smith,harveyderrick@example.com,578.521.0567,2020-04-19,11738.5,Credit,USD,Case Inc,Online,35289.97,76032.68,0,Completed,8912973728056372,223463865,2022-03-13
TXN-00000586,ACC-8742414,CUST-72360,Wendy Johnson,wrivera@example.com,001-270-455-3435x3565,2023-03-04,4485.8,Refund,EUR,Wilson LLC,Travel,25646.29,59598.01,0,Completed,7997242853185122,330814617,2024-12-26
TXN-00000587,ACC-8936603,CUST-79219,Karen Flores,jessica57@example.net,504-949-9271x108,2023-04-23,4821.82,Debit,GBP,Jones Ltd,Utilities,43041.66,37749.27,0,Reversed,1519404286561475,879750421,2022-04-06
TXN-00000588,ACC-8892762,CUST-17924,Kerri Rollins,bakercarl@example.net,(456)773-8564x88001,2022-09-11,12910.83,Credit,CAD,"Roberts, Joyce and Sanchez",Retail,23253.75,43838.6,0,Pending,4918753925544578,712017106,2020-08-12
TXN-00000589,ACC-9739541,CUST-49006,Lisa Finley,natalie32@example.org,(996)336-0402x451,2023-10-08,1911.08,Credit,EUR,Donovan-Davis,Online,24345.21,26101.81,0,Reversed,1147647992741191,625359128,2023-03-31
TXN-00000590,ACC-7785754,CUST-94040,Elizabeth Hill,david31@example.com,438.496.0105,2022-01-14,992.54,Credit,USD,Brown Group,Healthcare,1765.94,80461.81,0,Reversed,1586845596464358,917495309,2023-01-06
TXN-00000591,ACC-5511470,CUST-77146,Maurice Gonzalez,madison75@example.com,644.836.3225x032,2021-02-05,10211.11,Credit,EUR,Dean LLC,Utilities,14720.23,53559.9,0,Pending,8091638356651118,412516853,2024-12-02
TXN-00000592,ACC-1968980,CUST-90522,Jose Dawson,vsoto@example.net,322.965.7114,2020-01-21,3935.17,Debit,USD,"Armstrong, Scott and Saunders",Travel,6029.46,19285.58,0,Failed,5025235580129068,899084925,2022-11-29
TXN-00000593,ACC-5380404,CUST-45016,Edward Atkinson,dodom@example.net,326-959-7984x3620,2024-12-25,4884.67,Credit,CAD,Mccarthy-Hawkins,Utilities,31020.83,83034.33,1,Pending,1392427540501551,595174981,2023-07-06
TXN-00000594,ACC-6742471,CUST-30252,Anne Strong,goldenjacob@example.org,001-381-983-7260x3463,2022-05-16,13312.03,Fee,CAD,Oneal Inc,Grocery,21503.55,84629.42,0,Failed,3604438616183135,751816805,2023-05-09
TXN-00000595,ACC-1357871,CUST-88695,April Wright,lsanchez@example.com,969.296.9178,2024-08-11,9876.12,Debit,EUR,Jacobs Inc,Dining,19811.38,20387.53,0,Failed,1052501114808211,741283845,2023-08-09
TXN-00000596,,CUST-33593,Stephen Simon,james83@example.org,(519)374-0282,2023-10-30,8897.73,Refund,EUR,Hunt-Woods,Grocery,40063.92,28242.67,0,Pending,6853452225306347,104702087,2020-02-15
TXN-00000597,ACC-9920446,CUST-28354,Derek Johnson,stephanie90@example.org,+1-218-410-2105,2023-12-04,4383.45,Credit,JPY,Wilson LLC,Entertainment,9624.13,66765.82,0,Failed,9656303815334891,160039064,2021-12-10
